row_id,study_key,arxiv_id,source_url,date,authors,affiliation_type,model,version_pin,task_family,dataset,n,reference_label_type,metric,value,interval_low,interval_high,interval_type,value_key,comparator,comparator_value,comparator_tuning_budget,cost_or_latency,hardware_or_provider,calibration_quantity,post_hoc_calibration,cascade_result,test_set_exposure,code_available,excerpt,location,extractor,ledger_version
L046,sun2026typesafe,2609.26758,https://arxiv.org/abs/2609.26758,2026-09-22,"Sun, Xu",academic,Jev (hosted),not reported,classification,1200 workflow decisions (4 predicates),1200,administrative_field,did_flip_rate_pts_vs_neutral,30.42,27.58,33.33,"95% bootstrap CI (2000 resamples, clustered on records)",sun2026typesafe.hostedNoYesDidPts,two neutral controls,2.08 and 1.67,same prompt,,,,none,,unclear,partial,"a contrast of 30.42 pts (95% CI [27.58, 33.33]), and balanced accuracy moves .7127 → .5163.",§4.6,,
L047,sun2026typesafe,2609.26758,https://arxiv.org/abs/2609.26758,2026-09-22,"Sun, Xu",academic,"Marker head (ModernBERT-large, open-weight Jev-like)",not reported,classification,"683 multi-way questions (k in {3,4,5,6,16})",683,administrative_field,accuracy_swapped_neutral_rename,.2782,,,,sun2026typesafe.multiwayNeutralRenameAccuracy,as shipped (same items),.5637,same prompt,,,,none,,unclear,partial,renaming the members to neutral letters — without touching a single description — changes 52.42% of answers and drops accuracy from .5637 to .2782 (Table 4).,§4.5 (Table 4),,
L048,sun2026typesafe,2609.26758,https://arxiv.org/abs/2609.26758,2026-09-22,"Sun, Xu",academic,"Marker head (ModernBERT-large, open-weight Jev-like)",not reported,classification,"683 multi-way questions (k in {3,4,5,6,16})",683,administrative_field,flip_rate_per_hundred_neutral_rename,52.42,,,,sun2026typesafe.multiwayNeutralRenameFlipRate,rotated names vs. descriptions,79.65,same prompt,,,,none,,unclear,partial,renaming the members to neutral letters — without touching a single description — changes 52.42% of answers and drops accuracy from .5637 to .2782 (Table 4).,§4.5 (Table 4),,
L049,sun2026typesafe,2609.26758,https://arxiv.org/abs/2609.26758,2026-09-22,"Sun, Xu",academic,"Marker head (ModernBERT-large, open-weight Jev-like)",not reported,classification,1200 workflow decisions (4 predicates),1200,administrative_field,auroc_recovered_after_inversion,.77,,,,sun2026typesafe.markerInversionRecoveredAuroc,swapped arm AUROC (before inversion),.2315,same prompt,,,,none,,unclear,partial,The ranking is intact and pointed the wrong way: inverting the swapped scores recovers AUROC .77.,§4.2,,
L050,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,RewardBench (400 pairs),400,vendor_label,accuracy_pct,92.2,-3.8,1.5,95% source-cluster bootstrap (JEV-minus-GPT-6 paired difference),li2026jevasajudge.jevRewardBenchAccuracy,GPT-6 Astra,93.5,same prompt,,typesafe,none,none,,public-pre-2026,partial,"Ordinary preference | RewardBench (400) | 92.2 | GPT-6, 93.5 | − 1.3 -1.3 [ − 3.8 -3.8 , 1.5] | Use JEV","Table 2 (Operating envelope for JEV), row 'Ordinary preference'",,
L051,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,HaluEval (240 evidence-grounded judgments),240,vendor_label,accuracy_pct,87.5,-1.3,2.9,95% source-cluster bootstrap (JEV-minus-GPT-6 paired difference),li2026jevasajudge.jevHaluEvalAccuracy,GPT-6 Astra,86.7,same prompt,,typesafe,none,none,,public-pre-2026,partial,"Evidence-grounded factuality | HaluEval (240) | 87.5 | GPT-6, 86.7 | + 0.8 +0.8 [ − 1.3 -1.3 , 2.9] | Use JEV","Table 2 (Operating envelope for JEV), row 'Evidence-grounded factuality'",,
L052,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"Existing labels (150 existing multi-turn replies, final-answer adjudication)",150,vendor_label,accuracy_pct,94.0,-6.5,0.7,95% source-cluster bootstrap (JEV-minus-GPT-6 paired difference),li2026jevasajudge.jevExistingLabelsAccuracy,GPT-6 Astra,96.7,same prompt,,typesafe,none,none,,private,partial,"Final-answer adjudication | Existing labels (150) | 94.0 | GPT-6, 96.7 | − 2.7 -2.7 [ − 6.5 -6.5 , 0.7] | Use JEV","Table 2 (Operating envelope for JEV), row 'Final-answer adjudication'",,
L053,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"JudgeBench (350 pairs, GPT-4o split)",350,vendor_label,accuracy_pct,78.6,-18.9,-10.3,95% source-cluster bootstrap (JEV-minus-GPT-6 paired difference),li2026jevasajudge.jevJudgeBenchAccuracy,GPT-6 Astra,93.1,same prompt,,typesafe,none,none,,public-pre-2026,partial,"Difficult correctness | JudgeBench (350) | 78.6 | GPT-6, 93.1 | − 14.6 -14.6 [ − 18.9 -18.9 , − 10.3 -10.3 ] | Escalate","Table 2 (Operating envelope for JEV), row 'Difficult correctness'",,
L054,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"RM-Bench hard pairs (480 judgments, 80 sources)",480,vendor_label,accuracy_pct,74.8,-27.7,-12.7,95% source-cluster bootstrap (JEV-minus-GPT-6 paired difference),li2026jevasajudge.jevRmBenchHardAccuracy,GPT-6 Astra,94.6,same prompt,,typesafe,none,none,,public-pre-2026,partial,"Style-adversarial pairs | RM-Bench hard (480) | 74.8 | GPT-6, 94.6 | − 19.8 -19.8 [ − 27.7 -27.7 , − 12.7 -12.7 ] | Escalate","Table 2, row 'Style-adversarial pairs'; also Table 8 (Appendix E)",,
L055,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"RM-Bench normal (matched-style) pairs (480 judgments, 80 sources)",480,vendor_label,accuracy_pct,84.0,-16.7,-2.9,95% source-cluster bootstrap (JEV-minus-GPT-6 paired difference),li2026jevasajudge.jevRmBenchNormalAccuracy,GPT-6 Astra,93.3,same prompt,,typesafe,none,none,,public-pre-2026,partial,"Matched-style pairs | RM-Bench normal (480) | 84.0 | GPT-6, 93.3 | − 9.4 -9.4 [ − 16.7 -16.7 , − 2.9 -2.9 ] | Escalate","Table 2, row 'Matched-style pairs'; also Table 8 (Appendix E)",,
L056,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,RewardBench 2 four-way selection (100 prompts),100,vendor_label,accuracy_pct,73.0,-13.0,1.0,95% source-cluster bootstrap (JEV-minus-Skywork paired difference),li2026jevasajudge.jevRewardBench2FourWayAccuracy,Skywork-Reward-V2-Qwen3-8B,79.0,not reported,,typesafe,none,none,,public-pre-2026,partial,"Four-way selection | RewardBench 2 (100) | 73.0 | Skywork, 79.0 | − 6.0 -6.0 [ − 13.0 -13.0 , 1.0] | Validate first","Table 2, row 'Four-way selection'; also Table 8 (Appendix E)",,
L057,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"HaluEval document-grounded summaries (80 judgments, 40 documents)",80,vendor_label,accuracy_pct,71.2,-10.0,7.5,95% source-cluster bootstrap (JEV-minus-GPT-5.4 paired difference),li2026jevasajudge.jevHaluEvalSummariesAccuracy,GPT-5.4,72.5,same prompt,,typesafe,Brier,none,,public-pre-2026,partial,"Grounded summaries | HaluEval summ. (80) | 71.2 | GPT-5.4, 72.5 | − 1.2 -1.2 [ − 10.0 -10.0 , 7.5] | Validate first","Table 2, row 'Grounded summaries'; also Table 19 (Appendix K)",,
L058,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,HaluEval general reference-free responses (80 judgments),80,vendor_label,accuracy_pct,52.5,-11.2,6.2,95% source-cluster bootstrap (JEV-minus-GPT-5.4 paired difference),li2026jevasajudge.jevReferenceFreeAccuracy,GPT-5.4,55.0,same prompt,,typesafe,Brier,none,,public-pre-2026,partial,"Reference-free prose | HaluEval general (80) | 52.5 | GPT-5.4, 55.0 | − 2.5 -2.5 [ − 11.2 -11.2 , 6.2] | Not supported","Table 2, row 'Reference-free prose'; also Table 19 (Appendix K)",,
L059,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,120-decision matched latency/fee panel (40 per public task),120,none,fee_usd_per_1000_judgments,0.044,,,,li2026jevasajudge.jevFeePer1000Judgments,GPT-6 Astra,12.182,same prompt,"$0.044 per 1,000 judgments (JEV) vs $12.182 per 1,000 (GPT-6 Astra); GPT-4.1 mini $0.390 per 1,000",typesafe (JEV) / openai (GPT-6 Astra),none,none,,public-pre-2026,partial,"JEV’s median latency is 0.152 seconds and its fee $0.044 per 1,000 judgments, against 0.548 seconds and $0.390 for GPT-4.1 mini and 1.885 seconds and $12.182 for GPT-6: about 9 and 277 times cheaper on this workload.","Section 5, 'Measured latency and fees'; Figure 2",,
L060,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,Ordinary preference and evidence-grounded factuality (RewardBench + HaluEval),,vendor_label,fee_pct_of_comparator_fee,0.36,,,,li2026jevasajudge.jevFeePctOfComparatorFee,"GPT-6 Astra (""a state-of-the-art LLM judge, our strongest comparator"")",,same prompt,0.36% of the comparator's fee (abstract headline figure),typesafe,none,none,,public-pre-2026,partial,"we find it within three percentage points of a state-of-the-art LLM judge, our strongest comparator, on ordinary preference and evidence-grounded factuality at 0.36% of the comparator’s fee.",Abstract,,
L061,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,120-decision matched latency/fee panel (40 per public task),120,none,latency_median_s,0.152,,,,li2026jevasajudge.jevLatencyMedianSeconds,GPT-6 Astra,1.885,same prompt,median outcome latency 0.152 s (JEV) vs 1.885 s (GPT-6 Astra) on the 120-decision matched panel,typesafe (JEV) / openai (GPT-6 Astra),none,none,,public-pre-2026,partial,"JEV’s median latency is 0.152 seconds and its fee $0.044 per 1,000 judgments, against 0.548 seconds and $0.390 for GPT-4.1 mini and 1.885 seconds and $12.182 for GPT-6: about 9 and 277 times cheaper on this workload.","Section 5, 'Measured latency and fees'; Figure 2",,
L062,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"JudgeBench, reasoning subset",98,vendor_label,accuracy_pct,68.4,,,,li2026jevasajudge.jevJudgeBenchReasoningAccuracy,GPT-5.6 Sol / GPT-6 Astra (tied at 93.1% overall JudgeBench accuracy),95.9,same prompt,,typesafe,none,none,,public-pre-2026,partial,"The gap is widest in reasoning (68.4% versus 95.9%, n = 98) and coding (76.2% versus 97.6%, n = 42) and narrowest in knowledge (84.4% versus 90.9%, n = 154); Figure 7 shows every domain.","Section 5, 'Difficult correctness'; Figure 7 (Appendix D)",,
L063,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"JudgeBench, coding subset",42,vendor_label,accuracy_pct,76.2,,,,li2026jevasajudge.jevJudgeBenchCodingAccuracy,GPT-5.6 Sol / GPT-6 Astra (tied at 93.1% overall JudgeBench accuracy),97.6,same prompt,,typesafe,none,none,,public-pre-2026,partial,"The gap is widest in reasoning (68.4% versus 95.9%, n = 98) and coding (76.2% versus 97.6%, n = 42) and narrowest in knowledge (84.4% versus 90.9%, n = 154); Figure 7 shows every domain.","Section 5, 'Difficult correctness'; Figure 7 (Appendix D)",,
L064,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"JudgeBench, knowledge subset",154,vendor_label,accuracy_pct,84.4,,,,li2026jevasajudge.jevJudgeBenchKnowledgeAccuracy,GPT-5.6 Sol / GPT-6 Astra (tied at 93.1% overall JudgeBench accuracy),90.9,same prompt,,typesafe,none,none,,public-pre-2026,partial,"The gap is widest in reasoning (68.4% versus 95.9%, n = 98) and coding (76.2% versus 97.6%, n = 42) and narrowest in knowledge (84.4% versus 90.9%, n = 154); Figure 7 shows every domain.","Section 5, 'Difficult correctness'; Figure 7 (Appendix D)",,
L065,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"RM-Bench (matched-style vs style-adversarial pairs, within-source paired comparison)",480,vendor_label,accuracy_drop_pp_hard_minus_normal,-9.2,-14.0,-4.8,95% source-cluster bootstrap,li2026jevasajudge.jevRmBenchStyleDropPp,GPT-6 Astra,1.3,same prompt,,typesafe,none,none,,public-pre-2026,partial,"On RM-Bench, JEV scores 84.0% when the two answers share a style but 74.8% when the rejected answer is the more elaborately written one, a within-source drop of -9.2 points ([-14.0, -4.8]); GPT-6 moves from 93.3% to 94.6%,  + 1.3 ([ − 1.9, 4.2]).","Section 5, 'Harder selection and answer style'",,
L066,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"RewardBench disagreement items, blinded human adjudication",50,human_adjudicated,human_adjudicated_accuracy_diff_pp,-3.0,-5.3,-0.8,95% source-cluster bootstrap,li2026jevasajudge.jevRewardBenchHumanAdjudicatedDiffPp,GPT-6 Astra,,same prompt,,typesafe,none,none,,public-pre-2026,partial,"The adjudication favors GPT-6 more than the labels do: it sides with GPT-6 on 17 of the 29 RewardBench disagreements and with JEV on 5 (7 indecisive), a human-adjudicated difference of  − 3.0 points ([ − 5.3,  − 0.8]), and with GPT-6 on 8 of the 10 HaluEval disagreements ( − 2.5, [ − 5.0,  − 0.4]).","Appendix I (Human adjudication of judge disagreements), Table 16, row RewardBench; also Section 5",,
L067,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"JudgeBench disagreement items, blinded human adjudication",91,human_adjudicated,human_adjudicated_accuracy_diff_pp,-16.0,-20.0,-12.3,95% source-cluster bootstrap,li2026jevasajudge.jevJudgeBenchHumanAdjudicatedDiffPp,GPT-6 Astra,,same prompt,,typesafe,none,none,,public-pre-2026,partial,"It is not label noise: the adjudication sides with GPT-6 on 57 of the 69 disputed items and with JEV on one (11 indecisive), a human-adjudicated difference of  − 16.0 points ([ − 20.0,  − 12.3]), with reasoning, coding, and math at 27–0, 9–0, and 7–0.","Appendix I, Table 16, row JudgeBench; also Section 5, 'Difficult correctness'",,
L068,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"HaluEval disagreement items, blinded human adjudication",42,human_adjudicated,human_adjudicated_accuracy_diff_pp,-2.5,-5.0,-0.4,95% source-cluster bootstrap,li2026jevasajudge.jevHaluEvalHumanAdjudicatedDiffPp,GPT-6 Astra,,same prompt,,typesafe,none,none,,public-pre-2026,partial,"The adjudication favors GPT-6 more than the labels do: it sides with GPT-6 on 17 of the 29 RewardBench disagreements and with JEV on 5 (7 indecisive), a human-adjudicated difference of  − 3.0 points ([ − 5.3,  − 0.8]), and with GPT-6 on 8 of the 10 HaluEval disagreements ( − 2.5, [ − 5.0,  − 0.4]).","Appendix I, Table 16, row HaluEval; also Section 5",,
L069,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"Pooled base-order judgments (RewardBench+JudgeBench+HaluEval), binned by JEV max-label probability q",65,vendor_label,accuracy_pct_at_low_confidence_q_lt_0.6,47.7,,,,li2026jevasajudge.jevAccuracyLowConfidenceQLt06,GPT-6 Astra,78.5,same prompt,,typesafe,reliability diagram (q-binned accuracy),none,,public-pre-2026,partial,"Pooled over the three tasks, JEV is right on 47.7% of the 65 items with q < 0.6, 76.5% of the 85 in [0.7, 0.8), 93.9% of the 147 in [0.95, 0.99), and 99.1% of the 322 at q = 1. GPT-6 on the same items moves only from 78.5% to 99.1%, so its advantage sits where JEV is unsure.","Section 7, 'Confidence orders the errors'; Figure 5",,
L070,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"Pooled base-order judgments, items JEV would accept at q >= 0.9 (cascade accept side)",,vendor_label,accuracy_pct_at_high_confidence_q_ge_0.9,95.8,,,,li2026jevasajudge.jevAccuracyHighConfidenceQGe09,GPT-6 Astra,96.5,same prompt,,typesafe,reliability diagram (q-binned accuracy),none,,public-pre-2026,partial,"On the items JEV would accept at q ≥ 0.9 the two are nearly interchangeable (95.8% versus 96.5%; 97.2% versus 98.5% under the human-corrected labels of Appendix I); on the items it would escalate, GPT-6 leads by 15 points (67.9% versus 82.6%).","Section 7, 'Confidence orders the errors'",,
L071,li2026jevasajudge,2609.26550,https://arxiv.org/abs/2609.26550,2026-09-22,"Li, Miao, Krishnan, Padman",academic,Jev,jev-1.13.0,judging,"510 extension preference pairs (RewardBench+JudgeBench extension), frozen two-order cascade, GPT-6 Astra fallback, tau=0.9",510,vendor_label,cascade_accuracy_pct,92.5,,,,li2026jevasajudge.jevFrozenCascadeAccuracyGpt6Tau09,"GPT-6 Astra (fallback, standalone accuracy)",93.1,same prompt,"fee ratio 0.568 (reported usage) / 0.622 (conservative upper bound), relative to GPT-6 Astra alone",typesafe (JEV) / openai (GPT-6 Astra fallback),none,none,"Frozen two-order policy, GPT-6 Astra fallback, tau=0.9: accepts 53.7% of the 510 extension pairs, cascade accuracy 92.5% vs fallback-alone 93.1% (99.4% retained), at 56.8% of the fallback's fee (62.2% conservative bound); paired change -0.59pp [-1.78, 0.59]. Conclusion states this policy family 'keep[s] 99% of GPT-6's accuracy at 57% of its fee.' Threshold was chosen on the 96 pilot selection pairs (64 RewardBench + 32 JudgeBench) before the model expansion and any extension inference, to avoid leakage; the pilot test set and extension serve only for evaluation.",public-pre-2026,partial,"At threshold 0.9 the GPT-6 cascade accepts 53.7% of the 510 extension pairs, scores 92.5% against 93.1%, and uses 56.8% of the fallback’s fee (62.2% under the conservative bound); the paired change is  − 0.59 points ([ − 1.78, 0.59]).","Section 7, 'Frozen two-order policies'; Table 3 / Appendix Table 11; Conclusion",,
